ticker,31DaysAgo_price,30DaysAgo_price,29DaysAgo_price,28DaysAgo_price,27DaysAgo_price,26DaysAgo_price,25DaysAgo_price,24DaysAgo_price,23DaysAgo_price,22DaysAgo_price,21DaysAgo_price,20DaysAgo_price,19DaysAgo_price,18DaysAgo_price,17DaysAgo_price,16DaysAgo_price,15DaysAgo_price,14DaysAgo_price,13DaysAgo_price,12DaysAgo_price,11DaysAgo_price,10DaysAgo_price,9DaysAgo_price,8DaysAgo_price,7DaysAgo_price,6DaysAgo_price,5DaysAgo_price,4DaysAgo_price,3DaysAgo_price,2DaysAgo_price,1DaysAgo_price,Today_price,Day_move,Week_move,Month_move
LGVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8142,0.8649,0.8697,0.8348,0.9153,0.08050000000000002,0.0,0.0
GTBP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7451,1.1001,1.0113,0.6554,0.6998,0.044399999999999995,0.0,0.0
ADN,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,3.165,3.0775,2.87,3.0678,0.19779999999999998,0.0,0.0
EVAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,6.38,6.415,5.82,5.95,0.1299999999999999,0.0,0.0
CXAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8499,0.9325,0.9287,0.848,0.767549,-0.08045099999999994,0.0,0.0
NLSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,1.84,1.835,1.65,1.29,-0.3599999999999999,0.0,0.0
IDAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,3.2,3.19,3.5,4.198,0.6980000000000004,0.0,0.0
TIRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.2563,2.24,1.22,0.94,-0.28,0.0,0.0
NVTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.88,7.535,8.1995,14.275,6.0755,0.0,0.0
MSGM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.565,2.5914,2.26,2.43,0.17000000000000037,0.0,0.0
LEXXW,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0391,0.0399,0.0399,0.04,0.035,-0.0049999999999999975,0.0,0.0
GBFH,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.635,41.6601,42.04,39.61,39.34,-0.269999999999996,0.0,0.0
MRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,2.005,2.025,2.0011,2.7801,0.7789999999999999,0.0,0.0
IKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6599,1.695,1.68,1.621,1.53,-0.09099999999999997,0.0,0.0
WNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,2.0,2.06,1.88,1.835,-0.04499999999999993,0.0,0.0
VVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,3.12,3.18,3.02,2.9801,-0.039899999999999824,0.0,0.0
OPAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,3.4004,3.23,2.8,2.735,-0.06499999999999995,0.0,0.0
VMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4699,1.52,1.51,1.47,1.6037,0.13369999999999993,0.0,0.0
INM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.32,2.352,2.22,2.0987,-0.12130000000000019,0.0,0.0
DFSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,4.26,4.45,4.2,4.4486,0.2485999999999997,0.0,0.0
SHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3699,0.4323,0.4088,0.0,-0.4088,0.0,0.0
BDSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,7.7474,7.77,7.18,6.75,-0.4299999999999997,0.0,0.0
SQFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39,5.585,5.69,5.8747,6.0,0.1253000000000002,0.0,0.0
LXEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784,0.6457,0.6453,0.6033,0.5536,-0.049699999999999966,0.0,0.0
U,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.43,36.49,36.56,35.38,37.55,2.1699999999999946,0.0,0.0
PRFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,1.43,1.4362,1.33,1.3299,-9.999999999998899e-05,0.0,0.0
ADTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.7163,0.7,0.54,0.2814,-0.25860000000000005,0.0,0.0
VRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46,26.0,26.0,24.5,24.7,0.1999999999999993,0.0,0.0
QLGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,4.72,4.83,4.0987,3.66,-0.43869999999999987,0.0,0.0
LYRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,7.8,7.73,7.5999,6.4,-1.1998999999999995,0.0,0.0
SONN,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,5.0422,5.14,4.2,4.855,0.6550000000000002,0.0,0.0
CISO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.125,1.1787,1.18,1.2283,0.04830000000000001,0.0,0.0
SDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,5.46,5.545,5.36,6.485,1.125,0.0,0.0
CNSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.965,10.39,10.26,9.85,8.27,-1.58,0.0,0.0
BTOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,0.4965,0.5218,0.401,0.4064,0.00539999999999996,0.0,0.0
ETHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9439,36.98,37.09,31.5,32.065,0.5649999999999977,0.0,0.0
SONM,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6701,0.6829,0.7001,0.6462,0.7002,0.05400000000000005,0.0,0.0
ZBAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,9.11,8.9479,8.75,8.36,-0.39000000000000057,0.0,0.0
GNLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0999,4.07,4.0,3.81,3.395,-0.41500000000000004,0.0,0.0
KSPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,77.19,76.535,73.99,75.73,1.740000000000009,0.0,0.0
PHGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5776,0.5799,0.584,0.539,0.579,0.039999999999999925,0.0,0.0
SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,3.75,3.74,3.9575,2.1681,-1.7894,0.0,0.0
HOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.605,1.5603,1.56,1.3901,-0.16990000000000016,0.0,0.0
GIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,1.355,1.2794,1.2,1.71,0.51,0.0,0.0
YYAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1603,0.2414,0.2236,0.1875,0.0784,-0.1091,0.0,0.0
TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,14.0,14.61,14.9999,15.4748,0.4748999999999999,0.0,0.0
DEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.795,13.87,13.01,13.12,0.10999999999999943,0.0,0.0
VTAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.77,2.6815,2.67,2.62,-0.04999999999999982,0.0,0.0
ATPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.165,1.17,1.17,1.14,1.26,0.1200000000000001,0.0,0.0
CHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1583,0.1802,0.18005,0.1447,0.1237,-0.02099999999999999,0.0,0.0
BNGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,2.02,2.0,1.9202,1.931,0.010800000000000143,0.0,0.0
ADIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3994,0.3949,0.3982,0.364,0.3554,-0.008599999999999997,0.0,0.0
SSII,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,6.66,6.7,6.95,8.8,1.8500000000000005,0.0,0.0
SBEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.24,2.25,2.11,2.16,0.050000000000000266,0.0,0.0
ECOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,5.0431,5.0896,5.0001,4.99,-0.010099999999999554,0.0,0.0
AUTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,1.73,1.71,1.6,1.56,-0.040000000000000036,0.0,0.0
ITRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7719,0.7623,0.7691,0.7529,0.7025,-0.0504,0.0,0.0
WRAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.6749,2.73,2.39,2.63,0.23999999999999977,0.0,0.0
XCUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,5.0,5.16,4.65,5.2,0.5499999999999998,0.0,0.0
XRTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899,0.92,0.9,0.87,0.6928,-0.17720000000000002,0.0,0.0
AGMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,6.7086,6.8,5.11,4.4899,-0.6201000000000008,0.0,0.0
GNPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2069,0.211,0.2349,0.202,8.895,8.693,0.0,0.0
PLTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,16.0699,16.095,15.41,15.51,0.09999999999999964,0.0,0.0
NMRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55,17.315,16.89,17.08,19.27,2.1900000000000013,0.0,0.0
RETO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1751,1.17,1.2024,1.1092,1.02,-0.08919999999999995,0.0,0.0
GAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801,0.8096,0.8086,0.691,0.7103,0.019300000000000095,0.0,0.0
YCBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,1.4336,1.44,1.2499,1.05,-0.19989999999999997,0.0,0.0
VERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.65,2.75,2.35,2.21,-0.14000000000000012,0.0,0.0
NCNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,6.04,5.575,5.42,4.36,-1.0599999999999996,0.0,0.0
MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7005,1.79,1.775,1.53,1.48,-0.050000000000000044,0.0,0.0
COSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.42,21.56,21.5,21.39,21.5,0.10999999999999943,0.0,0.0
RNTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.4162,1.37,1.32,1.39,0.06999999999999984,0.0,0.0
NDRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31,6.345,6.4067,6.4,5.058,-1.3420000000000005,0.0,0.0
SGBX,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.72,3.7207,6.11,2.53,-3.5800000000000005,0.0,0.0
EVTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.48,1.51,1.51,1.58,0.07000000000000006,0.0,0.0
SOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,2.14,2.175,1.9,1.84,-0.05999999999999983,0.0,0.0
NTRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,3.55,3.51,3.4,4.27,0.8699999999999997,0.0,0.0
SNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.146,4.3705,4.29,3.78,3.78,0.0,0.0,0.0
ENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,4.03,3.95,5.28,4.0998,-1.1802000000000001,0.0,0.0
WORX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2901,0.3136,0.3013,0.272757,0.27825,0.00549299999999997,0.0,0.0
SISI,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,1.9,1.78,1.2,0.73,-0.47,0.0,0.0
APVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,1.7,1.66,1.5576,1.515,-0.04260000000000019,0.0,0.0
RNAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,10.145,10.325,9.31,9.025,-0.28500000000000014,0.0,0.0
MBRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4899,0.5047,0.5077,0.4718,0.4865,0.01469999999999999,0.0,0.0
CATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.165,81.585,81.542,79.54,82.31,2.769999999999996,0.0,0.0
SYRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.02,17.6876,17.13,21.64,23.155,1.5150000000000006,0.0,0.0
AREB,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18,7.03,6.8901,4.8,2.546,-2.254,0.0,0.0
BDRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,7.9601,7.685,9.4,7.1108,-2.2892,0.0,0.0
BBLG,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.682,2.66,2.3399,2.225,-0.1149,0.0,0.0
GORV,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.52,2.51,2.12,2.34,0.21999999999999975,0.0,0.0
PPBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57995,0.5845,0.5799,0.589,0.5829,-0.006099999999999994,0.0,0.0
ABAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5143,5.8202,5.905,6.79,6.145,-0.6450000000000005,0.0,0.0
ARTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,4.67,4.625,4.51,3.41,-1.0999999999999996,0.0,0.0
AREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,3.9899,3.7299,4.3,3.935,-0.36499999999999977,0.0,0.0
AQMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,5.62,5.3,5.82,10.32,4.5,0.0,0.0
BNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42,9.4595,9.54,8.93,9.58,0.6500000000000004,0.0,0.0
VVPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,5.055,5.0501,4.411,5.12,0.7090000000000005,0.0,0.0
SCNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.4701,1.4977,1.41,1.4,-0.010000000000000009,0.0,0.0
NAOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,7.13,7.295,6.25,5.88,-0.3700000000000001,0.0,0.0
CDTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,99.71,98.725,110.0,96.775,-13.224999999999994,0.0,0.0
TANH,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7987,1.885,1.8701,1.5493,1.6,0.05070000000000019,0.0,0.0
SLRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,4.01,4.12,4.25,3.83,-0.41999999999999993,0.0,0.0
NUKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,8.14,8.01,7.9999,7.295,-0.7049000000000003,0.0,0.0
RELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9898,1.0199,1.02,0.94,0.9271,-0.012899999999999912,0.0,0.0
LFWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8105,0.81175,0.8175,0.73,0.647999,-0.08200099999999999,0.0,0.0
HSDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49,18.51,18.59,14.22,6.72,-7.500000000000001,0.0,0.0
GPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.215,2.19,2.0098,2.13,0.12020000000000008,0.0,0.0
TGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,9.16,8.91,7.51,8.865,1.3550000000000004,0.0,0.0
DARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2122,2.24,2.2699,2.12,2.11,-0.010000000000000231,0.0,0.0
CGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.465,1.485,1.49,1.375,1.365,-0.010000000000000009,0.0,0.0
GLMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,1.57,1.565,1.42,1.385,-0.03499999999999992,0.0,0.0
SKYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685,1.735,1.7297,1.73,1.57,-0.15999999999999992,0.0,0.0
SINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.47,4.46,4.1118,3.72,-0.3917999999999995,0.0,0.0
ODYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3499,4.405,4.4,4.05,3.65,-0.3999999999999999,0.0,0.0
BIVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,1.99,1.97,1.85,1.88,0.029999999999999805,0.0,0.0
SNYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.4382,2.44,2.2,2.42,0.21999999999999975,0.0,0.0
ICCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.9944,0.9999,0.8852,0.8119,-0.07330000000000003,0.0,0.0
MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,3.82,3.82,3.82,3.8075,-0.012499999999999734,0.0,0.0
PCSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4328,0.5178,0.4851,0.3558,0.3163,-0.03949999999999998,0.0,0.0
EVOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,4.65,4.6692,4.9364,4.74,-0.19639999999999969,0.0,0.0
SYTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
LIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,12.12,12.3,11.0,12.4256,1.4255999999999993,0.0,0.0
EKSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.1742,5.33,4.7,4.95,0.25,0.0,0.0
CIIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807,0.8225,0.7904,0.465,0.91,0.445,0.0,0.0
IPDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2068,3.16,3.169,2.96,3.52,0.56,0.0,0.0
IQST,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0999,6.2,6.2,6.02,6.4075,0.3875000000000002,0.0,0.0
RDHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,1.87,1.83,1.68,1.6801,9.999999999998899e-05,0.0,0.0
AKTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.0499,1.0,0.9283,0.731,-0.19730000000000003,0.0,0.0
WHLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,4.69,4.59,3.61,3.46,-0.1499999999999999,0.0,0.0
SUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81,49.92,49.925,49.0,53.84,4.840000000000003,0.0,0.0
IMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.241,0.2388,0.236,0.2488,0.012800000000000006,0.0,0.0
CANF,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6183,0.5926,0.5901,0.52,0.4642,-0.055800000000000016,0.0,0.0
BNTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.78,14.09,13.81,14.78,16.44,1.660000000000002,0.0,0.0
PPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,1.95,1.92,1.77,1.49,-0.28,0.0,0.0
PHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,2.435,2.3901,2.21,2.11,-0.10000000000000009,0.0,0.0
CLIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.929,0.9441,0.8243,0.8801,0.05579999999999996,0.0,0.0
NUWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,3.84,3.75,3.4986,3.1597,-0.3389000000000002,0.0,0.0
SILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6566,0.6736,0.690201,0.5782,0.5578,-0.020400000000000085,0.0,0.0
FBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,3.02,2.9,2.7,2.55,-0.15000000000000036,0.0,0.0
COSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,1.02,1.068,1.0898,1.03,-0.059800000000000075,0.0,0.0
POAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05,14.77,14.58,13.1,8.14,-4.959999999999999,0.0,0.0
NVFY,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.51,5.5,5.37,5.6098,0.2397999999999998,0.0,0.0
RVYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3908,0.399899,0.3904,0.3498,0.3365,-0.013299999999999979,0.0,0.0
NITO,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3034,4.15,4.0893,3.8501,3.8255,-0.024599999999999955,0.0,0.0
RDGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3909,1.3455,1.35,1.41,1.91,0.5,0.0,0.0
ASPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,13.02,13.1,12.5,11.62,-0.8800000000000008,0.0,0.0
RCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,1.9536,1.9659,1.98,1.87,-0.10999999999999988,0.0,0.0
TOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7752,0.773,0.7772,0.7575,0.872858,0.11535800000000007,0.0,0.0
SOBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2784,3.28,3.29,3.57,3.563,-0.006999999999999673,0.0,0.0
CELZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,3.5896,3.57,3.37,4.593235,1.2232349999999999,0.0,0.0
NB,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,8.97,8.795,10.58,8.3,-2.2799999999999994,0.0,0.0
SUIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4.2,4.2708,3.84,3.17,-0.6699999999999999,0.0,0.0
SPY,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.61,672.57,672.42,652.15,678.1101,25.96010000000001,0.0,0.0
UDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5031,18.5741,18.595,18.4232,18.5901,0.16689999999999827,0.0,0.0
SNWV,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08,31.65,31.1,32.3,31.385,-0.9149999999999956,0.0,0.0
IBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864,0.8613,0.85,0.7719,1.2299,0.45799999999999996,0.0,0.0
DUOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,8.4,8.345,8.69,9.425,0.7350000000000012,0.0,0.0
PROP,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1.9932,1.97,1.8499,1.97,0.12009999999999987,0.0,0.0
COCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.23,1.235,1.11,1.13,0.019999999999999796,0.0,0.0
EVGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.4386,1.4607,1.27,1.25,-0.020000000000000018,0.0,0.0
SCNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7956,0.791441,0.79315,0.7,1.73,1.03,0.0,0.0
AYTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.37,2.365,2.355,2.29,-0.06499999999999995,0.0,0.0
DTST,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.165,4.19,4.2,3.96,4.33,0.3700000000000001,0.0,0.0
FPAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4224,0.415,0.3401,0.008,-0.3321,0.0,0.0
AEHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,3.61,3.62,3.74,2.98,-0.7600000000000002,0.0,0.0
GLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1565,373.27,371.88,369.9,379.005,9.105000000000018,0.0,0.0
EFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.92,94.645,94.64,92.01,95.1399,3.129899999999992,0.0,0.0
IYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.73,95.6,95.08,93.1,98.515,5.415000000000006,0.0,0.0
FXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.03,70.02,70.03,69.795,69.77,-0.025000000000005684,0.0,0.0
TPCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48,5.48,5.51,5.25,4.92,-0.33000000000000007,0.0,0.0
FXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1509,65.1723,65.18,64.17,64.4899,0.31990000000000407,0.0,0.0
FXB,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.96,128.54,128.71,128.36,127.99,-0.37000000000001876,0.0,0.0
LIXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,4.73,4.8,4.71,4.33,-0.3799999999999999,0.0,0.0
SBFM,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6301,1.68,1.675,1.54,1.94,0.3999999999999999,0.0,0.0
VNRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642,0.6499,0.63981,0.4695,0.469,-0.0005000000000000004,0.0,0.0
XTNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6684,0.72,0.6773,0.718899,0.795,0.07610100000000009,0.0,0.0
SNOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,4.19,4.12,4.031,3.8,-0.23099999999999987,0.0,0.0
MNOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.255,1.23,1.22,1.28,1.22,-0.06000000000000005,0.0,0.0
EBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,9.87,9.76,9.0,9.92,0.9199999999999999,0.0,0.0
DLPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.57,1.5201,1.35,1.6305,0.28049999999999997,0.0,0.0
LEXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821,0.871,0.91,0.8439,0.9499,0.10599999999999998,0.0,0.0
ASTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,2.3425,2.34,2.2,2.2482,0.04820000000000002,0.0,0.0
GLXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,40.18,40.3595,38.11,40.79,2.6799999999999997,0.0,0.0
LSBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99,12.96,12.99,12.88,13.3798,0.4997999999999987,0.0,0.0
NCPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.30946,2.35,2.2782,2.4,0.12179999999999991,0.0,0.0
USBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.088,1.06,0.8874,1.145,0.25760000000000005,0.0,0.0
KAVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5513,0.586551,0.585051,0.55,0.62,0.06999999999999995,0.0,0.0
CLRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17,4.985,4.96,4.73,4.04,-0.6900000000000004,0.0,0.0
SPCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,10.97,10.61,10.26,11.5,1.2400000000000002,0.0,0.0
QUBT,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.09,21.4099,20.3285,18.8987,16.17,-2.7287,0.0,0.0
ORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.82,106.8675,107.11,102.25,106.15,3.9000000000000057,0.0,0.0
ABVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.1752,3.23,2.95,2.98,0.029999999999999805,0.0,0.0
DGLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0678,2.075,1.92,1.865,-0.05499999999999994,0.0,0.0
AVBH,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.92,25.97,25.855,25.51,26.2,0.6899999999999977,0.0,0.0
COHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,10.78,10.78,11.0,10.43,-0.5700000000000003,0.0,0.0
